Plugin ID,CVE,CVSS v3.0 Base Score,Risk,Host,Port,Protocol,Name,Synopsis,Description,Solution,See Also,Plugin Output,Scan Date,Scan Completion Date,Severity,Asset UUID,Authentication
707149,CVE-2021-31862,N/A,N/A,example.com,8008,tcp,CVE-2021-31862,SysAid 20.4.74 allows XSS via the KeepAlive.jsp stamp parameter without any authentication.,SysAid 20.4.74 allows XSS via the KeepAlive.jsp stamp parameter without any authentication.,Update to latest version,https://www.sysaid.com/product/on-premise/latest-release,The web service on example.com:8008 has the following issue: CVE-2021-31862,2025-11-19 15:53:31,2025-11-19 15:53:31,N/A,,Unauthenticated
578502,CVE-2024-45806,6.5,MEDIUM,backup.example.com,80,tcp,Potential manipulate `x-envoy` headers from external sources in envoy,"Envoy is a cloud-native high-performance edge/middle/service proxy. A security vulnerability in Envoy allows external clients to manipulate Envoy headers, potentially leading to unauthorized access...","Envoy is a cloud-native high-performance edge/middle/service proxy. A security vulnerability in Envoy allows external clients to manipulate Envoy headers, potentially leading to unauthorized access...",Update to latest version,https://github.com/envoyproxy/envoy/security/advisories/GHSA-ffhv-fvxq-r6mf,The web service on backup.example.com:80 has the following issue: Potential manipulate `x-envoy` headers from external sources in envoy,2025-11-17 05:53:31,2025-11-17 05:53:31,MEDIUM,,Unauthenticated
28668,CVE-2021-37650,7.8,HIGH,alpha.example.com,8443,tcp,"Segfault and heap buffer overflow in `{Experimental,}DatasetToTFRecord` in TensorFlow",TensorFlow is an end-to-end open source platform for machine learning. In affected versions the implementation for `tf.raw_ops.ExperimentalDatasetToTFRecord` and `tf.raw_ops.DatasetToTFRecord` can ...,TensorFlow is an end-to-end open source platform for machine learning. In affected versions the implementation for `tf.raw_ops.ExperimentalDatasetToTFRecord` and `tf.raw_ops.DatasetToTFRecord` can ...,Update to latest version,https://github.com/tensorflow/tensorflow/security/advisories/GHSA-f8h4-7rgh-q2gm,"The web service on alpha.example.com:8443 has the following issue: Segfault and heap buffer overflow in `{Experimental,}DatasetToTFRecord` in TensorFlow",2025-11-19 21:53:31,2025-11-19 21:53:31,HIGH,,Unauthenticated
534876,CVE-2018-18800,N/A,N/A,example.com,3000,tcp,CVE-2018-18800,"The Tubigan ""Welcome to our Resort"" 1.0 software allows SQL Injection via index.php?p=accomodation&q=[SQL], index.php?p=rooms&q=[SQL], or admin/login.php.","The Tubigan ""Welcome to our Resort"" 1.0 software allows SQL Injection via index.php?p=accomodation&q=[SQL], index.php?p=rooms&q=[SQL], or admin/login.php.",Update to latest version,https://www.exploit-db.com/exploits/45728/,The web service on example.com:3000 has the following issue: CVE-2018-18800,2025-11-16 14:53:31,2025-11-16 14:53:31,N/A,,Unauthenticated
602452,CVE-2019-19104,9.1,CRITICAL,proxy.sso.example.com,5000,tcp,ABB/Busch-Jaeger Telephone Gateway TG/S 3.2 Improper Authentication and Access Control,The web server in ABB Telephone Gateway TG/S 3.2 and Busch-Jaeger 6186/11 Telefon-Gateway allows access to different endpoints of the application without authenticating by accessing a specific unif...,The web server in ABB Telephone Gateway TG/S 3.2 and Busch-Jaeger 6186/11 Telefon-Gateway allows access to different endpoints of the application without authenticating by accessing a specific unif...,Update to latest version,https://search.abb.com/library/Download.aspx?DocumentID=9AKK107680A3921&LanguageCode=en&DocumentPartId=&Action=Launch,The web service on proxy.sso.example.com:5000 has the following issue: ABB/Busch-Jaeger Telephone Gateway TG/S 3.2 Improper Authentication and Access Control,2025-11-21 10:53:31,2025-11-21 10:53:31,CRITICAL,,Unauthenticated
799083,CVE-2012-4074,N/A,N/A,server.example.com,5000,tcp,CVE-2012-4074,"The Board Management Controller (BMC) in the Serial over LAN (SoL) subsystem in Cisco Unified Computing System (UCS) relies on a hardcoded private key, which allows man-in-the-middle attackers to o...","The Board Management Controller (BMC) in the Serial over LAN (SoL) subsystem in Cisco Unified Computing System (UCS) relies on a hardcoded private key, which allows man-in-the-middle attackers to o...",Update to latest version,http://www.securitytracker.com/id/1029073,The web service on server.example.com:5000 has the following issue: CVE-2012-4074,2025-11-19 20:53:31,2025-11-19 20:53:31,N/A,,Unauthenticated
663375,CVE-2024-29900,7.5,HIGH,smtp.imap.example.com,443,tcp,@electron/packager's build process memory potentially leaked into final executable,Electron Packager bundles Electron-based application source code with a renamed Electron executable and supporting files into folders ready for distribution. A random segment of ~1-10kb of Node.js ...,Electron Packager bundles Electron-based application source code with a renamed Electron executable and supporting files into folders ready for distribution. A random segment of ~1-10kb of Node.js ...,Update to latest version,https://github.com/electron/packager/security/advisories/GHSA-34h3-8mw4-qw57,The web service on smtp.imap.example.com:443 has the following issue: @electron/packager's build process memory potentially leaked into final executable,2025-11-19 04:53:31,2025-11-19 04:53:31,HIGH,,Unauthenticated
990317,CVE-2014-9137,N/A,N/A,old.example.com,3000,tcp,CVE-2014-9137,"Huawei USG9500 with software V200R001C01SPC800 and earlier versions, V300R001C00; USG2100 with software V300R001C00SPC900 and earlier versions; USG2200 with software V300R001C00SPC900; USG5100 with...","Huawei USG9500 with software V200R001C01SPC800 and earlier versions, V300R001C00; USG2100 with software V300R001C00SPC900 and earlier versions; USG2200 with software V300R001C00SPC900; USG5100 with...",Update to latest version,http://www.huawei.com/en/psirt/security-advisories/hw-372186,The web service on old.example.com:3000 has the following issue: CVE-2014-9137,2025-11-18 10:53:31,2025-11-18 10:53:31,N/A,,Unauthenticated
374447,CVE-2022-35621,N/A,N/A,uat.example.com,443,tcp,CVE-2022-35621,Access control vulnerability in Evoh NFT EvohClaimable contract with sha256 hash code fa2084d5abca91a62ed1d2f1cad3ec318e6a9a2d7f1510a00d898737b05f48ae allows remote attackers to execute fraudulent ...,Access control vulnerability in Evoh NFT EvohClaimable contract with sha256 hash code fa2084d5abca91a62ed1d2f1cad3ec318e6a9a2d7f1510a00d898737b05f48ae allows remote attackers to execute fraudulent ...,Update to latest version,https://github.com/MacherCS/CVE_Evoh_Contract,The web service on uat.example.com:443 has the following issue: CVE-2022-35621,2025-11-18 03:53:31,2025-11-18 03:53:31,N/A,,Unauthenticated
472285,CVE-2025-23808,7.1,HIGH,dns.legacy.example.com,9000,tcp,WordPress Custom List Table Example Plugin <=1.4.1 - CSRF to Reflected Cross Site Scripting (XSS) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Matt van Andel Custom List Table Example allows Reflected XSS.This issue affects Custom List Table Example: from n/a through 1.4.1.,Cross-Site Request Forgery (CSRF) vulnerability in Matt van Andel Custom List Table Example allows Reflected XSS.This issue affects Custom List Table Example: from n/a through 1.4.1.,Update to latest version,https://patchstack.com/database/wordpress/plugin/custom-list-table-example/vulnerability/wordpress-custom-list-table-example-plugin-1-4-1-csrf-to-reflected-cross-site-scripting-xss-vulnerability?_s_id=cve,The web service on dns.legacy.example.com:9000 has the following issue: WordPress Custom List Table Example Plugin <=1.4.1 - CSRF to Reflected Cross Site Scripting (XSS) vulnerability,2025-11-19 10:53:31,2025-11-19 10:53:31,HIGH,,Unauthenticated
663704,CVE-2017-18493,N/A,N/A,example.com,5000,tcp,CVE-2017-18493,The custom-admin-page plugin before 0.1.2 for WordPress has multiple XSS issues.,The custom-admin-page plugin before 0.1.2 for WordPress has multiple XSS issues.,Update to latest version,https://wordpress.org/plugins/custom-admin-page/#developers,The web service on example.com:5000 has the following issue: CVE-2017-18493,2025-11-16 13:53:31,2025-11-16 13:53:31,N/A,,Unauthenticated
889357,CVE-2013-1454,N/A,N/A,example.com,3000,tcp,CVE-2013-1454,"Joomla! 3.0.x through 3.0.2 allows attackers to obtain sensitive information via unspecified vectors related to ""Coding errors.""","Joomla! 3.0.x through 3.0.2 allows attackers to obtain sensitive information via unspecified vectors related to ""Coding errors.""",Update to latest version,http://developer.joomla.org/security/news/550-20130203-core-information-disclosure.html,The web service on example.com:3000 has the following issue: CVE-2013-1454,2025-11-19 03:53:31,2025-11-19 03:53:31,N/A,,Unauthenticated
552755,CVE-2020-3348,N/A,N/A,build.example.com,8008,tcp,Cisco Data Center Network Manager Cross-Site Scripting Vulnerabilities,"Multiple vulnerabilities in the web-based management interface of Cisco Data Center Network Manager (DCNM) could allow an authenticated, remote attacker to conduct a cross-site scripting (XSS) atta...","Multiple vulnerabilities in the web-based management interface of Cisco Data Center Network Manager (DCNM) could allow an authenticated, remote attacker to conduct a cross-site scripting (XSS) atta...",Update to latest version,https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-dncm-xss-AvMyAwd2,The web service on build.example.com:8008 has the following issue: Cisco Data Center Network Manager Cross-Site Scripting Vulnerabilities,2025-11-21 00:53:31,2025-11-21 00:53:31,N/A,,Unauthenticated
691121,CVE-2006-0589,N/A,N/A,oauth.example.com,3000,tcp,CVE-2006-0589,"MyTopix 1.2.3 allows remote attackers to obtain the installation path via a direct request to logon.mod.php, which leaks the path in an error message.","MyTopix 1.2.3 allows remote attackers to obtain the installation path via a direct request to logon.mod.php, which leaks the path in an error message.",Update to latest version,http://securityreason.com/securityalert/413,The web service on oauth.example.com:3000 has the following issue: CVE-2006-0589,2025-11-19 20:53:31,2025-11-19 20:53:31,N/A,,Unauthenticated
729556,CVE-2024-35085,N/A,N/A,shop.jenkins.example.com,3000,tcp,CVE-2024-35085,J2EEFAST v2.7.0 was discovered to contain a SQL injection vulnerability via the findPage function in ProcessDefinitionMapper.xml.,J2EEFAST v2.7.0 was discovered to contain a SQL injection vulnerability via the findPage function in ProcessDefinitionMapper.xml.,Update to latest version,https://www.j2eefast.com/,The web service on shop.jenkins.example.com:3000 has the following issue: CVE-2024-35085,2025-11-16 07:53:31,2025-11-16 07:53:31,N/A,,Unauthenticated
587460,CVE-2023-33722,N/A,N/A,example.com,5000,tcp,CVE-2023-33722,EDIMAX BR-6288ACL v1.12 was discovered to contain an authenticated remote code execution (RCE) vulnerability via the pppUserName parameter.,EDIMAX BR-6288ACL v1.12 was discovered to contain an authenticated remote code execution (RCE) vulnerability via the pppUserName parameter.,Update to latest version,https://shimo.im/docs/pmkxQ1GQ4DTowANr,The web service on example.com:5000 has the following issue: CVE-2023-33722,2025-11-17 20:53:31,2025-11-17 20:53:31,N/A,,Unauthenticated
390017,CVE-2024-48597,N/A,N/A,new.example.com,8080,tcp,CVE-2024-48597,Online Clinic Management System v1.0 was discovered to contain a SQL injection vulnerability via the id parameter at /success/editp.php?action=edit.,Online Clinic Management System v1.0 was discovered to contain a SQL injection vulnerability via the id parameter at /success/editp.php?action=edit.,Update to latest version,https://github.com/h1-wh0areu/bug_report/blob/main/online-clinic-management-system/SQLi-1.md,The web service on new.example.com:8080 has the following issue: CVE-2024-48597,2025-11-20 07:53:31,2025-11-20 07:53:31,N/A,,Unauthenticated
916856,CVE-2023-5957,N/A,N/A,docs.example.com,3000,tcp,Ni Purchase Order(PO) For WooCommerce <= 1.2.1 - Admin+ File Upload to Remote Code Execution,"The Ni Purchase Order(PO) For WooCommerce WordPress plugin through 1.2.1 does not validate logo and signature image files uploaded in the settings, allowing high privileged user to upload arbitrary...","The Ni Purchase Order(PO) For WooCommerce WordPress plugin through 1.2.1 does not validate logo and signature image files uploaded in the settings, allowing high privileged user to upload arbitrary...",Update to latest version,https://wpscan.com/vulnerability/70f823ff-64ad-4f05-9eb3-b69b3b79dc12,The web service on docs.example.com:3000 has the following issue: Ni Purchase Order(PO) For WooCommerce <= 1.2.1 - Admin+ File Upload to Remote Code Execution,2025-11-15 23:53:31,2025-11-15 23:53:31,N/A,,Unauthenticated
620971,CVE-2023-32794,N/A,N/A,old.example.com,8443,tcp,WordPress WooCommerce Product Add-ons Plugin <= 6.1.3 is vulnerable to Cross Site Request Forgery (CSRF),Cross-Site Request Forgery (CSRF) vulnerability in WooCommerce Product Add-Ons plugin <= 6.1.3 versions.,Cross-Site Request Forgery (CSRF) vulnerability in WooCommerce Product Add-Ons plugin <= 6.1.3 versions.,Update to latest version,https://patchstack.com/database/vulnerability/woocommerce-product-addons/wordpress-woocommerce-product-add-ons-plugin-6-1-3-cross-site-request-forgery-csrf-vulnerability?_s_id=cve,The web service on old.example.com:8443 has the following issue: WordPress WooCommerce Product Add-ons Plugin <= 6.1.3 is vulnerable to Cross Site Request Forgery (CSRF),2025-11-18 17:53:31,2025-11-18 17:53:31,N/A,,Unauthenticated
687170,CVE-2018-8161,N/A,N/A,docs.example.com,8443,tcp,CVE-2018-8161,"A remote code execution vulnerability exists in Microsoft Office software when the software fails to properly handle objects in memory, aka ""Microsoft Office Remote Code Execution Vulnerability."" T...","A remote code execution vulnerability exists in Microsoft Office software when the software fails to properly handle objects in memory, aka ""Microsoft Office Remote Code Execution Vulnerability."" T...",Update to latest version,https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-8161,The web service on docs.example.com:8443 has the following issue: CVE-2018-8161,2025-11-16 05:53:31,2025-11-16 05:53:31,N/A,,Unauthenticated
551619,CVE-2021-22877,N/A,N/A,monitor.example.com,80,tcp,CVE-2021-22877,A missing user check in Nextcloud prior to 20.0.6 inadvertently populates a user's own credentials for other users external storage configuration when not already configured yet.,A missing user check in Nextcloud prior to 20.0.6 inadvertently populates a user's own credentials for other users external storage configuration when not already configured yet.,Update to latest version,https://hackerone.com/reports/1061591,The web service on monitor.example.com:80 has the following issue: CVE-2021-22877,2025-11-17 02:53:31,2025-11-17 02:53:31,N/A,,Unauthenticated
359173,CVE-2017-17435,N/A,N/A,admin.example.com,5000,tcp,CVE-2017-17435,"An issue was discovered in the software on Vaultek Gun Safe VT20i products, aka BlueSteal. An attacker can remotely unlock any safe in this product line without a valid PIN code. Even though the ph...","An issue was discovered in the software on Vaultek Gun Safe VT20i products, aka BlueSteal. An attacker can remotely unlock any safe in this product line without a valid PIN code. Even though the ph...",Update to latest version,https://vaulteksafe.com/index.php/cve-2017-17435/,The web service on admin.example.com:5000 has the following issue: CVE-2017-17435,2025-11-19 08:53:31,2025-11-19 08:53:31,N/A,,Unauthenticated
264719,CVE-2024-10352,4.3,MEDIUM,docker.example.com,80,tcp,Magical Addons For Elementor <= 1.2.4 - Authenticated (Contributor+) Sensitive Information Exposure via Elementor Template,"The Magical Addons For Elementor plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 1.2.4 via the get_content_type function in includes/widge...","The Magical Addons For Elementor plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 1.2.4 via the get_content_type function in includes/widge...",Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/8aa2ba7f-c33d-4e80-b1cf-2d7b2a497f04?source=cve,The web service on docker.example.com:80 has the following issue: Magical Addons For Elementor <= 1.2.4 - Authenticated (Contributor+) Sensitive Information Exposure via Elementor Template,2025-11-18 10:53:31,2025-11-18 10:53:31,MEDIUM,,Unauthenticated
935776,CVE-2019-10893,N/A,N/A,database.example.com,5000,tcp,CVE-2019-10893,"CentOS-WebPanel.com (aka CWP) CentOS Web Panel 0.9.8.793 (Free/Open Source Version) and 0.9.8.753 (Pro) is vulnerable to Stored/Persistent XSS for Admin Email fields on the ""CWP Settings > ""Edit Se...","CentOS-WebPanel.com (aka CWP) CentOS Web Panel 0.9.8.793 (Free/Open Source Version) and 0.9.8.753 (Pro) is vulnerable to Stored/Persistent XSS for Admin Email fields on the ""CWP Settings > ""Edit Se...",Update to latest version,http://forum.centos-webpanel.com/informations/,The web service on database.example.com:5000 has the following issue: CVE-2019-10893,2025-11-21 10:53:31,2025-11-21 10:53:31,N/A,,Unauthenticated
809181,CVE-2024-24912,N/A,N/A,sandbox.example.com,8443,tcp,Local privilege escalation in Harmony Endpoint Security Client for Windows via crafted DLL file,"A local privilege escalation vulnerability has been identified in Harmony Endpoint Security Client for Windows versions E88.10 and below. To exploit this vulnerability, an attacker must first obtai...","A local privilege escalation vulnerability has been identified in Harmony Endpoint Security Client for Windows versions E88.10 and below. To exploit this vulnerability, an attacker must first obtai...",Update to latest version,https://support.checkpoint.com/results/sk/sk182244,The web service on sandbox.example.com:8443 has the following issue: Local privilege escalation in Harmony Endpoint Security Client for Windows via crafted DLL file,2025-11-20 19:53:31,2025-11-20 19:53:31,N/A,,Unauthenticated
639527,CVE-2014-3115,N/A,N/A,oauth.example.com,8000,tcp,CVE-2014-3115,Multiple cross-site request forgery (CSRF) vulnerabilities in the web administration console in Fortinet FortiWeb before 5.2.0 allow remote attackers to hijack the authentication of administrators ...,Multiple cross-site request forgery (CSRF) vulnerabilities in the web administration console in Fortinet FortiWeb before 5.2.0 allow remote attackers to hijack the authentication of administrators ...,Update to latest version,http://www.fortiguard.com/advisory/FG-IR-14-013/,The web service on oauth.example.com:8000 has the following issue: CVE-2014-3115,2025-11-14 20:53:31,2025-11-14 20:53:31,N/A,,Unauthenticated
315270,CVE-2006-4311,N/A,N/A,dev.gateway.example.com,9000,tcp,CVE-2006-4311,PHP remote file inclusion vulnerability in Sonium Enterprise Adressbook 0.2 allows remote attackers to execute arbitrary PHP code via the folder parameter in multiple files in the plugins directory...,PHP remote file inclusion vulnerability in Sonium Enterprise Adressbook 0.2 allows remote attackers to execute arbitrary PHP code via the folder parameter in multiple files in the plugins directory...,Update to latest version,http://www.securityfocus.com/bid/19597,The web service on dev.gateway.example.com:9000 has the following issue: CVE-2006-4311,2025-11-13 22:53:31,2025-11-13 22:53:31,N/A,,Unauthenticated
610919,CVE-2020-15227,8.7,HIGH,auth.uat.example.com,8443,tcp,Remote Code Execution vulnerability,"Nette versions before 2.0.19, 2.1.13, 2.2.10, 2.3.14, 2.4.16, 3.0.6 are vulnerable to an code injection attack by passing specially formed parameters to URL that may possibly leading to RCE. Nette ...","Nette versions before 2.0.19, 2.1.13, 2.2.10, 2.3.14, 2.4.16, 3.0.6 are vulnerable to an code injection attack by passing specially formed parameters to URL that may possibly leading to RCE. Nette ...",Update to latest version,https://github.com/nette/application/security/advisories/GHSA-8gv3-3j7f-wg94,The web service on auth.uat.example.com:8443 has the following issue: Remote Code Execution vulnerability,2025-11-20 01:53:31,2025-11-20 01:53:31,HIGH,,Unauthenticated
631022,CVE-2014-5233,N/A,N/A,version1.example.com,3000,tcp,CVE-2014-5233,The Siemens SIMATIC WinCC Sm@rtClient app before 1.0.2 for iOS allows physically proximate attackers to discover Sm@rtServer credentials by leveraging an error in the credential-processing mechanism.,The Siemens SIMATIC WinCC Sm@rtClient app before 1.0.2 for iOS allows physically proximate attackers to discover Sm@rtServer credentials by leveraging an error in the credential-processing mechanism.,Update to latest version,http://www.siemens.com/innovation/pool/de/forschungsfelder/siemens_security_advisory_ssa-311299.pdf,The web service on version1.example.com:3000 has the following issue: CVE-2014-5233,2025-11-20 19:53:31,2025-11-20 19:53:31,N/A,,Unauthenticated
749722,CVE-2016-7810,N/A,N/A,secure.example.com,80,tcp,CVE-2016-7810,Cross-site scripting vulnerability in Corega CG-WLR300NX firmware Ver. 1.20 and earlier allows attacker with administrator rights to inject arbitrary web script or HTML via unspecified vectors.,Cross-site scripting vulnerability in Corega CG-WLR300NX firmware Ver. 1.20 and earlier allows attacker with administrator rights to inject arbitrary web script or HTML via unspecified vectors.,Update to latest version,https://jvn.jp/en/jp/JVN92237169/index.html,The web service on secure.example.com:80 has the following issue: CVE-2016-7810,2025-11-20 10:53:31,2025-11-20 10:53:31,N/A,,Unauthenticated
994567,CVE-2024-8179,5.4,MEDIUM,test1.example.com,5000,tcp,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') in GitLab,"An issue has been discovered in GitLab CE/EE affecting all versions from 17.3 before 17.4.6, 17.5 before 17.5.4, and 17.6 before 17.6.2. Improper output encoding could lead to XSS if CSP is not ena...","An issue has been discovered in GitLab CE/EE affecting all versions from 17.3 before 17.4.6, 17.5 before 17.5.4, and 17.6 before 17.6.2. Improper output encoding could lead to XSS if CSP is not ena...",Update to latest version,https://gitlab.com/gitlab-org/gitlab/-/issues/480718,The web service on test1.example.com:5000 has the following issue: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') in GitLab,2025-11-15 14:53:31,2025-11-15 14:53:31,MEDIUM,,Unauthenticated
269440,CVE-2025-46466,7.1,HIGH,server.example.com,5000,tcp,WordPress Modern Polls plugin <= 1.0.10 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in felixtz Modern Polls allows Stored XSS. This issue affects Modern Polls: from n/a through 1.0.10.,Cross-Site Request Forgery (CSRF) vulnerability in felixtz Modern Polls allows Stored XSS. This issue affects Modern Polls: from n/a through 1.0.10.,Update to latest version,https://patchstack.com/database/wordpress/plugin/modern-polls/vulnerability/wordpress-modern-polls-plugin-1-0-10-csrf-to-stored-xss-vulnerability?_s_id=cve,The web service on server.example.com:5000 has the following issue: WordPress Modern Polls plugin <= 1.0.10 - CSRF to Stored XSS vulnerability,2025-11-15 05:53:31,2025-11-15 05:53:31,HIGH,,Unauthenticated
503678,CVE-2019-1010290,N/A,N/A,upload.example.com,8000,tcp,CVE-2019-1010290,"Babel: Multilingual site Babel All is affected by: Open Redirection. The impact is: Redirection to any URL, which is supplied to redirect.php in a ""newurl"" parameter. The component is: redirect.php...","Babel: Multilingual site Babel All is affected by: Open Redirection. The impact is: Redirection to any URL, which is supplied to redirect.php in a ""newurl"" parameter. The component is: redirect.php...",Update to latest version,https://untrustednetwork.net/en/2019/02/20/open-redirection-vulnerability-in-babel/,The web service on upload.example.com:8000 has the following issue: CVE-2019-1010290,2025-11-16 03:53:31,2025-11-16 03:53:31,N/A,,Unauthenticated
528270,CVE-2024-4319,5.3,MEDIUM,example.com,9000,tcp,Advanced Contact form 7 DB <= 2.0.2 - Missing Authorization to Unauthenticated Information Disclosure,"The Advanced Contact form 7 DB plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check on the 'vsz_cf7_export_to_excel' function in versions up to, and i...","The Advanced Contact form 7 DB plugin for WordPress is vulnerable to unauthorized access of data due to a missing capability check on the 'vsz_cf7_export_to_excel' function in versions up to, and i...",Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/2c66b185-fd4b-452d-890b-0f1850d8a7be?source=cve,The web service on example.com:9000 has the following issue: Advanced Contact form 7 DB <= 2.0.2 - Missing Authorization to Unauthenticated Information Disclosure,2025-11-17 15:53:31,2025-11-17 15:53:31,MEDIUM,,Unauthenticated
642767,CVE-2022-36325,6.8,MEDIUM,dev.example.com,3000,tcp,CVE-2022-36325,Affected devices do not properly sanitize data introduced by an user when rendering the web interface. This could allow an authenticated remote attacker with administrative privileges to inject cod...,Affected devices do not properly sanitize data introduced by an user when rendering the web interface. This could allow an authenticated remote attacker with administrative privileges to inject cod...,Update to latest version,https://cert-portal.siemens.com/productcert/pdf/ssa-710008.pdf,The web service on dev.example.com:3000 has the following issue: CVE-2022-36325,2025-11-20 05:53:31,2025-11-20 05:53:31,MEDIUM,,Unauthenticated
833886,CVE-2022-30425,N/A,N/A,pop.example.com,8080,tcp,CVE-2022-30425,"Tenda Technology Co.,Ltd HG6 3.3.0-210926 was discovered to contain a command injection vulnerability via the pingAddr and traceAddr parameters. This vulnerability is exploited via a crafted POST r...","Tenda Technology Co.,Ltd HG6 3.3.0-210926 was discovered to contain a command injection vulnerability via the pingAddr and traceAddr parameters. This vulnerability is exploited via a crafted POST r...",Update to latest version,https://www.tendacn.com/,The web service on pop.example.com:8080 has the following issue: CVE-2022-30425,2025-11-20 00:53:31,2025-11-20 00:53:31,N/A,,Unauthenticated
377640,CVE-2021-24817,N/A,N/A,new.example.com,8443,tcp,Ultimate NoFollow <= 1.4.8 - Contributor+ Stored Cross-Site Scripting,"The Ultimate NoFollow WordPress plugin through 1.4.8 does not sanitise and escape the href attribute of its shortcodes, allowing users with a role as low as contributor to perform Cross-Site Script...","The Ultimate NoFollow WordPress plugin through 1.4.8 does not sanitise and escape the href attribute of its shortcodes, allowing users with a role as low as contributor to perform Cross-Site Script...",Update to latest version,https://wpscan.com/vulnerability/ccb27d2e-2d2a-40d3-ba7e-bcd5e5012a9a,The web service on new.example.com:8443 has the following issue: Ultimate NoFollow <= 1.4.8 - Contributor+ Stored Cross-Site Scripting,2025-11-14 18:53:31,2025-11-14 18:53:31,N/A,,Unauthenticated
953802,CVE-2019-3682,8.4,HIGH,dns.example.com,8008,tcp,Insecure API port exposed to all Master Node guest containers,The docker-kubic package in SUSE CaaS Platform 3.0 before 17.09.1_ce-7.6.1 provided access to an insecure API locally on the Kubernetes master node.,The docker-kubic package in SUSE CaaS Platform 3.0 before 17.09.1_ce-7.6.1 provided access to an insecure API locally on the Kubernetes master node.,Update to latest version,https://bugzilla.suse.com/show_bug.cgi?id=1121148,The web service on dns.example.com:8008 has the following issue: Insecure API port exposed to all Master Node guest containers,2025-11-15 19:53:31,2025-11-15 19:53:31,HIGH,,Unauthenticated
982483,CVE-2025-32549,7.5,HIGH,blog.example.com,5000,tcp,WordPress WPGYM <= 65.0 - Local File Inclusion Vulnerability,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in mojoomla WPGYM allows PHP Local File Inclusion. This issue affects WPGYM: fr...,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in mojoomla WPGYM allows PHP Local File Inclusion. This issue affects WPGYM: fr...,Update to latest version,https://patchstack.com/database/wordpress/plugin/gym-management/vulnerability/wordpress-wpgym-65-0-local-file-inclusion-vulnerability?_s_id=cve,The web service on blog.example.com:5000 has the following issue: WordPress WPGYM <= 65.0 - Local File Inclusion Vulnerability,2025-11-15 09:53:31,2025-11-15 09:53:31,HIGH,,Unauthenticated
993846,CVE-2022-45435,6.8,MEDIUM,www.example.com,9000,tcp,SailPoint IdentityIQ Access Control Bypass,"IdentityIQ 8.3 and all 8.3 patch levels prior to 8.3p2, IdentityIQ 8.2 and all 8.2 patch levels prior to 8.2p5, IdentityIQ 8.1 and all 8.1 patch levels prior to 8.1p7, IdentityIQ 8.0 and all 8.0 pa...","IdentityIQ 8.3 and all 8.3 patch levels prior to 8.3p2, IdentityIQ 8.2 and all 8.2 patch levels prior to 8.2p5, IdentityIQ 8.1 and all 8.1 patch levels prior to 8.1p7, IdentityIQ 8.0 and all 8.0 pa...",Remove the SetIdentityForwarding right from all IdentityIQ capabilities or unassign any capability containing the SetIdentityForwarding right from ...,https://www.sailpoint.com/security-advisories/sailpoint-identityiq-identity-forwarding-vulnerability-cve-2022-45435/,The web service on www.example.com:9000 has the following issue: SailPoint IdentityIQ Access Control Bypass,2025-11-20 08:53:31,2025-11-20 08:53:31,MEDIUM,,Unauthenticated
123475,CVE-2017-7576,N/A,N/A,dashboard.example.com,8080,tcp,CVE-2017-7576,DragonWave Horizon 1.01.03 wireless radios have hardcoded login credentials (such as the username of energetic and password of wireless) meant to allow the vendor to access the devices. These crede...,DragonWave Horizon 1.01.03 wireless radios have hardcoded login credentials (such as the username of energetic and password of wireless) meant to allow the vendor to access the devices. These crede...,Update to latest version,http://blog.iancaling.com/post/159276197313/,The web service on dashboard.example.com:8080 has the following issue: CVE-2017-7576,2025-11-14 18:53:31,2025-11-14 18:53:31,N/A,,Unauthenticated
934063,CVE-2022-21365,5.3,MEDIUM,smtp.example.com,443,tcp,CVE-2022-21365,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: ImageIO). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13...","Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: ImageIO). Supported versions that are affected are Oracle Java SE: 7u321, 8u311, 11.0.13...",Update to latest version,https://www.oracle.com/security-alerts/cpujan2022.html,The web service on smtp.example.com:443 has the following issue: CVE-2022-21365,2025-11-19 19:53:31,2025-11-19 19:53:31,MEDIUM,,Unauthenticated
