no,IP address,CVE ID,vulnerability title,vulnerability description,cvss score,cvss severity,solution,reference
578,172.16.41.25,CVE-2017-8997,CVE-2017-8997,N/A,N/A,N/A,Update to latest version,
579,10.10.10.47,CVE-2008-1319,CVE-2008-1319,"Untrusted search path and argument injection vulnerability in the VersantD service in Versant Object Database 7.0.1.3 and earlier, as used in Borland CaliberRM and probably other products, allows r...",N/A,N/A,Update to latest version,http://marc.info/?l=bugtraq&m=120468784112145&w=2
580,172.16.41.162,CVE-2024-46938,CVE-2024-46938,"An issue was discovered in Sitecore Experience Platform (XP), Experience Manager (XM), and Experience Commerce (XC) 8.0 Initial Release through 10.4 Initial Release. An unauthenticated attacker can...",N/A,N/A,Update to latest version,https://support.sitecore.com/kb?id=kb_article_view&sysparm_article=KB1003408
581,172.16.41.55,CVE-2024-35775,WordPress Slider by Soliloquy plugin <= 2.7.6 - Broken Access Control to XSS vulnerability,"Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting'), Improper Authentication vulnerability in Soliloquy Team Slider by Soliloquy allows Cross-Site Scripting ...",5.9,MEDIUM,Update to latest version,https://patchstack.com/database/vulnerability/soliloquy-lite/wordpress-slider-by-soliloquy-plugin-2-7-6-broken-access-control-to-xss-vulnerability?_s_id=cve
582,10.20.10.52,CVE-2023-21356,CVE-2023-21356,"In Bluetooth, there is a possible out of bounds write due to a missing bounds check. This could lead to remote (proximal/adjacent) code execution with no additional execution privileges needed. Use...",N/A,N/A,Update to latest version,https://source.android.com/docs/security/bulletin/android-14
583,10.20.10.28,CVE-2024-45219,Apache CloudStack: Uploaded and registered templates and volumes can be used to abuse KVM-based infrastructure,Account users in Apache CloudStack by default are allowed to upload and register templates for deploying instances and volumes for attaching them as data disks to their existing instances. Due to m...,8.5,HIGH,Update to latest version,https://cloudstack.apache.org/blog/security-release-advisory-4.18.2.4-4.19.1.2
584,172.16.41.161,CVE-2020-7760,Regular Expression Denial of Service (ReDoS),This affects the package codemirror before 5.58.2; the package org.apache.marmotta.webjars:codemirror before 5.58.2. The vulnerable regular expression is located in https://github.com/codemirror/Co...,5.3,MEDIUM,Update to latest version,https://snyk.io/vuln/SNYK-JS-CODEMIRROR-1016937
585,172.16.41.59,CVE-2016-1686,CVE-2016-1686,"The CPDF_DIBSource::CreateDecoder function in core/fpdfapi/fpdf_render/fpdf_render_loadimage.cpp in PDFium, as used in Google Chrome before 51.0.2704.63, mishandles decoder-initialization failure, ...",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/90876
586,10.10.10.176,CVE-2006-0583,CVE-2006-0583,SQL injection vulnerability in mailarticle.php in Clever Copy 3.0 and earlier allows remote attackers to execute arbitrary SQL commands via the ID parameter.,N/A,N/A,Update to latest version,http://www.vupen.com/english/advisories/2006/0462
587,172.16.41.239,CVE-2021-41540,CVE-2021-41540,A vulnerability has been identified in Solid Edge SE2021 (All versions < SE2021MP8). The affected application contains a use-after-free vulnerability while parsing OBJ files. An attacker could leve...,N/A,N/A,Update to latest version,https://cert-portal.siemens.com/productcert/pdf/ssa-728618.pdf
588,10.10.10.124,CVE-2024-32301,CVE-2024-32301,Tenda AC7V1.0 v15.03.06.44 firmware has a stack overflow vulnerability via the PPW parameter in the fromWizardHandle function.,N/A,N/A,Update to latest version,https://github.com/abcdefg-png/IoT-vulnerable/blob/main/Tenda/AC7/v1/fromWizardHandle.md
589,172.16.41.130,CVE-2021-39361,CVE-2021-39361,"In GNOME evolution-rss through 0.3.96, network-soup.c does not enable TLS certificate verification on the SoupSessionSync objects it creates, leaving users vulnerable to network MITM attacks. NOTE:...",N/A,N/A,Update to latest version,https://blogs.gnome.org/mcatanzaro/2021/05/25/reminder-soupsessionsync-and-soupsessionasync-default-to-no-tls-certificate-verification/
590,10.20.10.199,CVE-2021-30724,CVE-2021-30724,"This issue was addressed with improved checks. This issue is fixed in tvOS 14.6, Security Update 2021-004 Mojave, iOS 14.6 and iPadOS 14.6, Security Update 2021-003 Catalina, macOS Big Sur 11.4, wa...",N/A,N/A,Update to latest version,https://support.apple.com/en-us/HT212528
591,10.10.10.246,CVE-2024-40944,x86/kexec: Fix bug with call depth tracking,"In the Linux kernel, the following vulnerability has been resolved:

x86/kexec: Fix bug with call depth tracking

The call to cc_platform_has() triggers a fault and system crash if call depth
track...",N/A,N/A,Update to latest version,https://git.kernel.org/stable/c/d91ddd05082691e69b30744825d18ae799293258
592,10.10.10.98,CVE-2014-3320,CVE-2014-3320,Multiple open redirect vulnerabilities in the admin web interface in the web framework in Cisco Unified Communications Domain Manager (CDM) 8.1(.4) and earlier allow remote attackers to redirect us...,N/A,N/A,Update to latest version,http://www.securitytracker.com/id/1030613
593,10.10.10.24,CVE-2024-39219,CVE-2024-39219,"An issue in Aginode GigaSwitch V5 before version 7.06G allows authenticated attackers with Administrator privileges to upload an earlier firmware version, exposing the device to previously patched ...",N/A,N/A,Update to latest version,https://www.aginode.support/support/documentation/
594,10.10.10.168,CVE-2022-36952,CVE-2022-36952,"In Veritas NetBackup OpsCenter, a hard-coded credential exists that could be used to exploit the underlying VxSS subsystem. This affects 8.x through 8.3.0.2, 9.x through 9.0.0.1, 9.1.x through 9.1....",8.4,HIGH,Update to latest version,https://www.veritas.com/content/support/en_US/security/VTS22-009#Issue6
595,10.20.10.115,CVE-2025-27434,Cross-Site Scripting (XSS) vulnerability in SAP Commerce (Swagger UI),"Due to insufficient input validation, SAP Commerce (Swagger UI) allows an unauthenticated attacker to inject the malicious code from remote sources, which can be leveraged by an attacker to execute...",8.8,HIGH,Update to latest version,https://me.sap.com/notes/3569602
596,172.16.41.110,CVE-2024-31937,WordPress TWIPLA (Visitor Analytics IO) plugin <= 1.2.0 - Cross-Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Visitor Analytics TWIPLA (Visitor Analytics IO) allows Stored XSS.This issue affects TWIPLA (Vi...,5.9,MEDIUM,Update to latest version,https://patchstack.com/database/vulnerability/visitor-analytics-io/wordpress-twipla-visitor-analytics-io-plugin-1-2-0-cross-site-scripting-xss-vulnerability?_s_id=cve
597,10.20.10.123,CVE-2022-3903,CVE-2022-3903,An incorrect read request flaw was found in the Infrared Transceiver USB driver in the Linux kernel. This issue occurs when a user attaches a malicious USB device. A local user could use this flaw ...,N/A,N/A,Update to latest version,https://lore.kernel.org/all/CAB7eexLLApHJwZfMQ=X-PtRhw0BgO+5KcSMS05FNUYejJXqtSA%40mail.gmail.com/
598,10.10.10.122,CVE-2018-18566,CVE-2018-18566,The SIP service in Polycom VVX 500 and 601 devices 5.8.0.12848 and earlier allow remote attackers to obtain sensitive phone configuration information by leveraging use with an on-premise installati...,N/A,N/A,Update to latest version,https://www.syss.de/fileadmin/dokumente/Publikationen/Advisories/SYSS-2018-028.txt
599,172.16.41.144,CVE-2002-1479,CVE-2002-1479,"Cacti before 0.6.8 stores a MySQL username and password in plaintext in config.php, which has world-readable permissions, which allows local users to modify databases as the Cacti user and possibly...",N/A,N/A,Update to latest version,http://archives.neohapsis.com/archives/bugtraq/2002-09/0028.html
600,10.10.10.81,CVE-2021-36283,CVE-2021-36283,Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by using an SMI to gain arbitrary code execution in SM...,7.5,HIGH,Update to latest version,https://www.dell.com/support/kbdoc/000191495/
601,10.20.10.163,CVE-2021-30724,CVE-2021-30724,"This issue was addressed with improved checks. This issue is fixed in tvOS 14.6, Security Update 2021-004 Mojave, iOS 14.6 and iPadOS 14.6, Security Update 2021-003 Catalina, macOS Big Sur 11.4, wa...",N/A,N/A,Update to latest version,https://support.apple.com/en-us/HT212528
602,10.10.10.218,CVE-2023-36018,Visual Studio Code Jupyter Extension Spoofing Vulnerability,Visual Studio Code Jupyter Extension Spoofing Vulnerability,7.8,HIGH,Update to latest version,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36018
603,10.20.10.146,CVE-2023-1996,Reflected Cross-site Scripting (XSS) vulnerability affecting Release 3DEXPERIENCE R2018x through Release 3DEXPERIENCE R2023x,A reflected Cross-site Scripting (XSS) vulnerability in Release 3DEXPERIENCE R2018x through Release 3DEXPERIENCE R2023x allows an attacker to execute arbitrary script code.,6.1,MEDIUM,Update to latest version,https://www.3ds.com/vulnerability/advisories
604,10.20.10.4,CVE-2017-4116,CVE-2017-4116,N/A,N/A,N/A,Update to latest version,
605,172.16.41.37,CVE-2025-3314,SourceCodester Apartment Visitor Management System forgotpw.php sql injection,A vulnerability has been found in SourceCodester Apartment Visitor Management System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /forgotpw...,7.3,HIGH,Update to latest version,https://vuldb.com/?id.303511
606,10.20.10.103,CVE-2021-41575,CVE-2021-41575,N/A,N/A,N/A,Update to latest version,
607,10.20.10.227,CVE-2020-0004,CVE-2020-0004,"In generateCrop of WallpaperManagerService.java, there is a possible sysui crash due to image exceeding maximum texture size. This could lead to local denial of service with no additional execution...",N/A,N/A,Update to latest version,https://source.android.com/security/bulletin/2020-01-01
608,10.20.10.96,CVE-2019-7079,CVE-2019-7079,"Adobe Acrobat and Reader versions 2019.010.20069 and earlier, 2019.010.20069 and earlier, 2017.011.30113 and earlier version, and 2015.006.30464 and earlier have an out-of-bounds write vulnerabilit...",N/A,N/A,Update to latest version,https://helpx.adobe.com/security/products/acrobat/apsb19-07.html
609,10.20.10.130,CVE-2025-24810,CVE-2025-24810,"Cross-site scripting vulnerability exists in Simple Image Sizes 3.2.3 and earlier. If this vulnerability is exploited, an arbitrary script may be executed on the web browser of the user who is logg...",N/A,N/A,Update to latest version,https://wordpress.org/plugins/simple-image-sizes/#developers
610,172.16.41.28,CVE-2022-23331,CVE-2022-23331,"In DataEase v1.6.1, an authenticated user can gain unauthorized access to all user information and can change the administrator password.",N/A,N/A,Update to latest version,https://github.com/dataease/dataease/issues/1618
611,10.10.10.79,CVE-2003-0975,CVE-2003-0975,Apple Safari 1.0 through 1.1 on Mac OS X 10.3.1 and Mac OS X 10.2.8 allows remote attackers to steal user cookies from another domain via a link with a hex-encoded null character (%00) followed by ...,N/A,N/A,Update to latest version,http://lists.apple.com/mhonarc/security-announce/msg00042.html
612,172.16.41.100,CVE-2013-3814,CVE-2013-3814,"Unspecified vulnerability in the Oracle Retail Invoice Matching component in Oracle Industry Applications 10.2, 11.0, 12.0, 12.0IN, 12.1, 13.0, 13.1, and 13.2 allows remote authenticated users to a...",N/A,N/A,Update to latest version,http://www.oracle.com/technetwork/topics/security/cpuoct2013-1899837.html
613,172.16.41.110,CVE-2020-26246,Authorization bypass in Pimcore,Pimcore is an open source digital experience platform. In Pimcore before version 6.8.5 it is possible to modify & create website settings without having the appropriate permissions.,7.7,HIGH,Update to latest version,https://github.com/pimcore/pimcore/security/advisories/GHSA-7p8p-4253-3mg6
614,172.16.41.117,CVE-2023-30945,CVE-2023-30945   ,Multiple Services such as VHS(Video History Server) and VCD(Video Clip Distributor) and Clips2 were discovered to be vulnerable to an unauthenticated arbitrary file read/write vulnerability due to ...,9.8,CRITICAL,Update to latest version,https://palantir.safebase.us/?tcuUid=e62e4dad-b39b-48ba-ba30-7b7c83406ad9
615,10.20.10.249,CVE-2022-40294,"CSV Injection in PHP Point of Sale version 19.0, by PHP Point of Sale, LLC","
The application was identified to have an CSV injection in data export functionality, allowing for malicious code to be embedded within export data and then triggered in exported data viewers.

",N/A,N/A,Update to latest version,https://www.themissinglink.com.au/security-advisories/cve-2022-40294
616,10.10.10.168,CVE-2018-14874,CVE-2018-14874,An issue was discovered in the Armor module in Polaris FT Intellect Core Banking 9.7.1. Input passed through the code parameter in three pages as collaterals/colexe3t.jsp and /references/refsuppu.j...,N/A,N/A,Update to latest version,https://neetech18.blogspot.com/2019/03/error-based-sql-injection-vulnerability.html
617,10.10.10.34,CVE-2021-34939,CVE-2021-34939,This vulnerability allows remote attackers to execute arbitrary code on affected installations of Bentley View 10.15.0.75. User interaction is required to exploit this vulnerability in that the tar...,N/A,N/A,Update to latest version,https://www.bentley.com/en/common-vulnerability-exposure/BE-2021-0005
618,10.20.10.139,CVE-2023-0862,Path Traversal in NetModule NSRW,"The NetModule NSRW web administration interface is vulnerable to path traversals, which could lead to arbitrary file uploads and deletion. By uploading malicious files to the web root directory, au...",7.2,HIGH,Update to latest version,https://share.netmodule.com/public/system-software/4.7/4.7.0.103/NRSW-RN-4.7.0.103.pdf
619,10.10.10.12,CVE-2005-1457,CVE-2005-1457,"Multiple unknown vulnerabilities in the (1) AIM, (2) LDAP, (3) FibreChannel, (4) GSM_MAP, (5) SRVLOC, and (6) NTLMSSP dissectors in Ethereal before 0.10.11 allow remote attackers to cause a denial ...",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/13504
620,10.10.10.142,CVE-2024-31937,WordPress TWIPLA (Visitor Analytics IO) plugin <= 1.2.0 - Cross-Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Visitor Analytics TWIPLA (Visitor Analytics IO) allows Stored XSS.This issue affects TWIPLA (Vi...,5.9,MEDIUM,Update to latest version,https://patchstack.com/database/vulnerability/visitor-analytics-io/wordpress-twipla-visitor-analytics-io-plugin-1-2-0-cross-site-scripting-xss-vulnerability?_s_id=cve
621,10.10.10.235,CVE-2023-32672,Apache Superset: SQL parser edge case bypasses data access authorization,An Incorrect authorisation check in SQLLab in Apache Superset versions up to and including 2.1.0. This vulnerability allows an authenticated user to query tables that they do not have proper access...,4.3,MEDIUM,Update to latest version,https://lists.apache.org/thread/ococ6nlj80f0okkwfwpjczy3q84j3wkp
622,10.10.10.171,CVE-2011-2234,CVE-2011-2234,N/A,N/A,N/A,Update to latest version,
623,10.20.10.65,CVE-2002-0678,CVE-2002-0678,CDE ToolTalk database server (ttdbserver) allows local users to overwrite arbitrary files via a symlink attack on the transaction log file used by the _TT_TRANSACTION RPC procedure.,N/A,N/A,Update to latest version,ftp://ftp.caldera.com/pub/updates/OpenUNIX/CSSA-2002-SCO.28/CSSA-2002-SCO.28.txt
624,10.20.10.194,CVE-2025-48294,WordPress FG Drupal to WordPress plugin <= 3.90.0 - Server Side Request Forgery (SSRF) Vulnerability,Server-Side Request Forgery (SSRF) vulnerability in Kerfred FG Drupal to WordPress allows Server Side Request Forgery. This issue affects FG Drupal to WordPress: from n/a through 3.90.0.,4.4,MEDIUM,Update to latest version,https://patchstack.com/database/wordpress/plugin/fg-drupal-to-wp/vulnerability/wordpress-fg-drupal-to-wordpress-plugin-3-90-0-server-side-request-forgery-ssrf-vulnerability?_s_id=cve
625,172.16.41.248,CVE-2023-1791,SourceCodester Simple Task Allocation System manage_user.php sql injection,A vulnerability has been found in SourceCodester Simple Task Allocation System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file manage_user.php...,6.3,MEDIUM,Update to latest version,https://vuldb.com/?id.224743
626,10.20.10.73,CVE-2018-18566,CVE-2018-18566,The SIP service in Polycom VVX 500 and 601 devices 5.8.0.12848 and earlier allow remote attackers to obtain sensitive phone configuration information by leveraging use with an on-premise installati...,N/A,N/A,Update to latest version,https://www.syss.de/fileadmin/dokumente/Publikationen/Advisories/SYSS-2018-028.txt
627,10.10.10.197,CVE-2009-3223,CVE-2009-3223,SQL injection vulnerability in ppc-add-keywords.php in Inout Adserver allows remote authenticated users to execute arbitrary SQL commands via the id parameter.,N/A,N/A,Update to latest version,http://www.exploit-db.com/exploits/9271
628,10.20.10.41,CVE-2018-1137,CVE-2018-1137,"An issue was discovered in Moodle 3.x. By substituting URLs in portfolios, users can instantiate any class. This can also be exploited by users who are logged in as guests to create a DDoS attack.",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/104307
629,10.20.10.225,CVE-2021-39776,CVE-2021-39776,"In NFC, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exp...",N/A,N/A,Update to latest version,https://source.android.com/security/bulletin/android-12l
630,10.20.10.61,CVE-2014-9717,CVE-2014-9717,"fs/namespace.c in the Linux kernel before 4.0.2 processes MNT_DETACH umount2 system calls without verifying that the MNT_LOCKED flag is unset, which allows local users to bypass intended access res...",N/A,N/A,Update to latest version,http://lists.opensuse.org/opensuse-security-announce/2016-06/msg00054.html
631,172.16.41.223,CVE-2021-44167,CVE-2021-44167,"An incorrect permission assignment for critical resource vulnerability [CWE-732] in FortiClient for Linux version 6.0.8 and below, 6.2.9 and below, 6.4.7 and below, 7.0.2 and below may allow an una...",6.8,MEDIUM,Update to latest version,https://fortiguard.com/psirt/FG-IR-21-232
632,172.16.41.28,CVE-2021-27677,CVE-2021-27677,Cross-site scripting (XSS) vulnerability in Galleries in Batflat CMS 1.3.6 allows remote attackers to inject arbitrary web script or HTML via the field name.,N/A,N/A,Update to latest version,https://github.com/sruupl/batflat/issues/105
633,10.10.10.101,CVE-2020-16818,CVE-2020-16818,N/A,N/A,N/A,Update to latest version,
634,10.10.10.120,CVE-2023-4842,CVE-2023-4842,"The Social Sharing Plugin - Social Warfare plugin for WordPress is vulnerable to Stored Cross-Site Scripting via 'social_warfare' shortcode in versions up to, and including, 4.4.3 due to insufficie...",6.4,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/8f5b9aff-0833-4887-ae59-df5bc88c7f91?source=cve
635,10.10.10.124,CVE-2017-12870,CVE-2017-12870,SimpleSAMLphp 1.14.12 and earlier make it easier for man-in-the-middle attackers to obtain sensitive information by leveraging use of the aesEncrypt and aesDecrypt methods in the SimpleSAML/Utils/C...,N/A,N/A,Update to latest version,https://simplesamlphp.org/security/201704-01
636,10.20.10.39,CVE-2022-45804,WordPress Robo Gallery Plugin <= 3.2.9 is vulnerable to Cross Site Request Forgery (CSRF),"Cross-Site Request Forgery (CSRF) vulnerability in RoboSoft Photo Gallery, Images, Slider in Rbs Image Gallery plugin <= 3.2.9 leading to galleries hierarchy change, included plugin deactivate & ac...",5.4,MEDIUM,Update to latest version,https://patchstack.com/database/vulnerability/robo-gallery/wordpress-photo-gallery-images-slider-in-rbs-image-gallery-plugin-3-2-9-cross-site-request-forgery-csrf-vulnerability?_s_id=cve
637,10.10.10.106,CVE-2016-6244,CVE-2016-6244,"The sys_thrsigdivert function in kern/kern_sig.c in the OpenBSD kernel 5.9 allows remote attackers to cause a denial of service (panic) via a negative ""ts.tv_sec"" value.",N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/91805
638,172.16.41.175,CVE-2024-52374,WordPress Do That Task plugin <= 1.5.5 - Arbitrary File Upload vulnerability,Unrestricted Upload of File with Dangerous Type vulnerability in DoThatTask Do That Task allows Upload a Web Shell to a Web Server.This issue affects Do That Task: from n/a through 1.5.5.,10,CRITICAL,Update to latest version,https://patchstack.com/database/vulnerability/do-that-task/wordpress-do-that-task-plugin-1-5-5-arbitrary-file-upload-vulnerability?_s_id=cve
639,10.10.10.10,CVE-2017-3168,CVE-2017-3168,N/A,N/A,N/A,Update to latest version,
640,172.16.41.148,CVE-2025-5248,PHPGurukul Company Visitor Management System bwdates-reports-details.php sql injection,"A vulnerability, which was classified as critical, was found in PHPGurukul Company Visitor Management System 1.0. Affected is an unknown function of the file /bwdates-reports-details.php. The manip...",7.3,HIGH,Update to latest version,https://vuldb.com/?id.310350
641,10.20.10.2,CVE-2019-3489,CVE-2019-3489,"An unauthenticated file upload vulnerability has been identified in the Web Client component of Micro Focus Content Manager 9.1, 9.2, and 9.3 when configured to use the ADFS authentication method. ...",N/A,N/A,Update to latest version,https://softwaresupport.softwaregrp.com/doc/KM03359911
642,10.10.10.103,CVE-2015-4608,CVE-2015-4608,Cross-site scripting (XSS) vulnerability in the BE User Log (beko_beuserlog) extension 1.1.1 and earlier for TYPO3 allows remote authenticated users to inject arbitrary web script or HTML via unspe...,N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/75247
643,10.20.10.102,CVE-2024-37825,CVE-2024-37825,An issue in EnvisionWare Computer Access & Reservation Control SelfCheck v1.0 (fixed in OneStop 3.2.0.27184 Hotfix May 2024) allows unauthenticated attackers on the same network to perform a direct...,N/A,N/A,Update to latest version,https://www.envisionware.com/?lang=au
644,10.10.10.132,CVE-2011-4613,CVE-2011-4613,"The X.Org X wrapper (xserver-wrapper.c) in Debian GNU/Linux and Ubuntu Linux does not properly verify the TTY of a user who is starting X, which allows local users to bypass intended access restric...",N/A,N/A,Update to latest version,http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=652249
645,172.16.41.9,CVE-2021-33059,CVE-2021-33059,"Improper input validation in the Intel(R) Administrative Tools for Intel(R) Network Adapters driver for Windows before version 1.4.0.15, may allow a privileged user to potentially enable escalation...",N/A,N/A,Update to latest version,https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00555.html
646,10.20.10.106,CVE-2024-26888,Bluetooth: msft: Fix memory leak,"In the Linux kernel, the following vulnerability has been resolved:

Bluetooth: msft: Fix memory leak

Fix leaking buffer allocated to send MSFT_OP_LE_MONITOR_ADVERTISEMENT.",N/A,N/A,Update to latest version,https://git.kernel.org/stable/c/98e9920c75e0790bff947a00d192d24bf1c724e0
647,10.20.10.26,CVE-2023-52668,btrfs: zoned: fix lock ordering in btrfs_zone_activate(),"In the Linux kernel, the following vulnerability has been resolved:

btrfs: zoned: fix lock ordering in btrfs_zone_activate()

The btrfs CI reported a lockdep warning as follows by running generic
...",N/A,N/A,Update to latest version,https://git.kernel.org/stable/c/6f74989f5909cdec9b1274641f0fa306b15bb476
648,10.20.10.78,CVE-2001-0274,CVE-2001-0274,"kicq IRC client 1.0.0, and possibly later versions, allows remote attackers to execute arbitrary commands via shell metacharacters in a URL.",N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/6112
649,10.10.10.140,CVE-2024-23613,Symantec Deployment Solution Remote Code Execution,"A buffer overflow vulnerability exists in Symantec Deployment Solution version 7.9 when parsing UpdateComputer tokens. A remote, anonymous attacker can exploit this vulnerability to achieve remote ...",10,CRITICAL,Update to latest version,https://blog.exodusintel.com/2024/01/25/symantec-deployment-solution-axengine-exe-buffer-overflow-remote-code-execution
650,10.10.10.179,CVE-2020-13053,CVE-2020-13053,N/A,N/A,N/A,Update to latest version,
651,172.16.41.145,CVE-2020-6593,CVE-2020-6593,N/A,N/A,N/A,Update to latest version,
652,10.10.10.30,CVE-2006-1848,CVE-2006-1848,"Multiple cross-site scripting (XSS) vulnerabilities in stats_view.php in LinPHA 1.1.0 allow remote attackers to inject arbitrary web script or HTML via the (1) date_from, (2) date_to, and (3) date ...",N/A,N/A,Update to latest version,http://d4igoro.blogspot.com/2006/04/linpha-xss-vulnerabilities.html
653,10.20.10.139,CVE-2024-44945,netfilter: nfnetlink: Initialise extack before use in ACKs,"In the Linux kernel, the following vulnerability has been resolved:

netfilter: nfnetlink: Initialise extack before use in ACKs

Add missing extack initialisation when ACKing BATCH_BEGIN and BATCH_...",N/A,N/A,Update to latest version,https://git.kernel.org/stable/c/3e03b536d9454c5802168b9e85248d456d3ff6a3
654,10.10.10.166,CVE-2017-4613,CVE-2017-4613,N/A,N/A,N/A,Update to latest version,
655,10.10.10.226,CVE-2019-14238,CVE-2019-14238,"On STMicroelectronics STM32F7 devices, Proprietary Code Read Out Protection (PCROP) (a software IP protection method) can be defeated with a debug probe via the Instruction Tightly Coupled Memory (...",N/A,N/A,Update to latest version,https://www.usenix.org/system/files/woot19-paper_schink.pdf
656,172.16.41.171,CVE-2021-23379,Arbitrary Command Injection,"This affects all versions of package portkiller. If (attacker-controlled) user input is given, it is possible for an attacker to execute arbitrary commands. This is due to use of the child_process ...",7.3,HIGH,Update to latest version,https://snyk.io/vuln/SNYK-JS-PORTKILLER-1078537
657,172.16.41.134,CVE-2023-24095,CVE-2023-24095,"TrendNet Wireless AC Easy-Upgrader TEW-820AP v1.0R, firmware version 1.01.B01 was discovered to contain a stack overflow via the submit-url parameter at /formSystemCheck. This vulnerability allows ...",N/A,N/A,Update to latest version,https://github.com/chunklhit/cve/blob/master/TRENDNet/TEW-820AP/05/README.md
658,10.20.10.48,CVE-2025-31752,WordPress Bulk Fields Editor plugin <= 1.8.0 - Broken Access Control vulnerability,Missing Authorization vulnerability in termel Bulk Fields Editor allows Exploiting Incorrectly Configured Access Control Security Levels. This issue affects Bulk Fields Editor: from n/a through 1.8.0.,4.3,MEDIUM,Update to latest version,https://patchstack.com/database/wordpress/plugin/bulk-user-editor/vulnerability/wordpress-bulk-fields-editor-plugin-1-8-0-broken-access-control-vulnerability?_s_id=cve
659,172.16.41.84,CVE-2017-5745,CVE-2017-5745,N/A,N/A,N/A,Update to latest version,
660,10.20.10.122,CVE-2023-24095,CVE-2023-24095,"TrendNet Wireless AC Easy-Upgrader TEW-820AP v1.0R, firmware version 1.01.B01 was discovered to contain a stack overflow via the submit-url parameter at /formSystemCheck. This vulnerability allows ...",N/A,N/A,Update to latest version,https://github.com/chunklhit/cve/blob/master/TRENDNet/TEW-820AP/05/README.md
661,172.16.41.180,CVE-2016-8550,CVE-2016-8550,N/A,N/A,N/A,Update to latest version,
662,172.16.41.173,CVE-2021-25317,cups: ownership of /var/log/cups allows the lp user to create files as root,"A Incorrect Default Permissions vulnerability in the packaging of cups of SUSE Linux Enterprise Server 11-SP4-LTSS, SUSE Manager Server 4.0, SUSE OpenStack Cloud Crowbar 9; openSUSE Leap 15.2, Fact...",3.3,LOW,Update to latest version,https://bugzilla.suse.com/show_bug.cgi?id=1184161
663,10.20.10.250,CVE-2025-30325,Photoshop Desktop | Integer Overflow or Wraparound (CWE-190),"Photoshop Desktop versions 26.5, 25.12.2 and earlier are affected by an Integer Overflow or Wraparound vulnerability that could result in arbitrary code execution in the context of the current user...",7.8,HIGH,Update to latest version,https://helpx.adobe.com/security/products/photoshop/apsb25-40.html
664,172.16.41.159,CVE-2006-2887,CVE-2006-2887,Multiple SQL injection vulnerabilities in myNewsletter 1.1.2 and earlier allow remote attackers to execute arbitrary SQL commands via the UserName parameter in (1) validatelogin.asp or (2) adminlog...,N/A,N/A,Update to latest version,http://www.osvdb.org/26127
665,10.10.10.199,CVE-2017-1000446,CVE-2017-1000446,N/A,N/A,N/A,Update to latest version,
666,172.16.41.137,CVE-2021-40056,CVE-2021-40056,There is a vulnerability of copying input buffer without checking its size in the video framework. Successful exploitation of this vulnerability may affect availability.,N/A,N/A,Update to latest version,https://consumer.huawei.com/en/support/bulletin/2022/3/
667,10.10.10.57,CVE-2022-31321,CVE-2022-31321,"The foldername parameter in Bolt 5.1.7 was discovered to have incorrect input validation, allowing attackers to perform directory enumeration or cause a Denial of Service (DoS) via a crafted input.",N/A,N/A,Update to latest version,http://bolt.com
668,10.20.10.62,CVE-2024-4146,Incorrect Authorization in lunary-ai/lunary,"In lunary-ai/lunary version v1.2.13, an incorrect authorization vulnerability exists that allows unauthorized users to access and manipulate projects within an organization they should not have acc...",9.8,CRITICAL,Update to latest version,https://huntr.com/bounties/a749e696-b398-4260-b2d0-b0054b9fffa7
669,10.20.10.79,CVE-2018-4047,CVE-2018-4047,"An exploitable privilege escalation vulnerability exists in the helper service of Clean My Mac X, version 4.04, due to improper input validation. An attacker with local access could exploit this vu...",N/A,N/A,Update to latest version,https://www.talosintelligence.com/vulnerability_reports/TALOS-2018-0721
670,172.16.41.187,CVE-2016-5565,CVE-2016-5565,"Unspecified vulnerability in the Oracle Hospitality OPERA 5 Property Services component in Oracle Hospitality Applications 5.4.0.0 through 5.4.3.0, 5.5.0.0, and 5.5.1.0 allows remote authenticated ...",N/A,N/A,Update to latest version,http://www.oracle.com/technetwork/security-advisory/cpuoct2016-2881722.html
